date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:40:59	734/734	---MCZ	200	added ('OK')	text/plain	date:Sun,%2010%20Nov%202024%2014:40:59%20GMT	https://demo.phlox.pro/robots.txt		(from )
21:40:59	190448/190448	---MCZ	200	added ('OK')	text/html	date:Sun,%2010%20Nov%202024%2014:40:59%20GMT	https://demo.phlox.pro/agency-advertisement/	C:/Users/WDAGUtilityAccount/Desktop/web/web/demo.phlox.pro/agency-advertisement/index.html	(from )
21:41:02	307/307	---M--	200	added ('OK')	image/png	etag:%22133-5b58d88534118;6268ebb8b3927	https://demo.phlox.pro/agency-advertisement/wp-content/uploads/sites/208/2020/06/Path-134-40x40.png	C:/Users/WDAGUtilityAccount/Desktop/web/web/demo.phlox.pro/agency-advertisement/wp-content/uploads/sites/208/2020/06/Path-134-40x40.png	(from https://demo.phlox.pro/agency-advertisement/)
21:41:02	89684/89684	---M-Z	200	added ('OK')	text/javascript	etag:%2215e54-5f2d552d88c91;6268ebb8b3927	https://demo.phlox.pro/agency-advertisement/wp-includes/js/jquery/jquery.min.js	C:/Users/WDAGUtilityAccount/Desktop/web/web/demo.phlox.pro/agency-advertisement/wp-includes/js/jquery/jquery.min.js	(from https://demo.phlox.pro/agency-advertisement/)
21:41:02	1513355/1513355	---MCZ	200	added ('OK')	text/css	etag:W/%2217178b-61c3fc77cd7a4;6268ff082a9b7	https://demo.phlox.pro/agency-advertisement/wp-content/cache/autoptimize/208/css/autoptimize_1302e22d05fd3df6a5d8d4f052911935.css	C:/Users/WDAGUtilityAccount/Desktop/web/web/demo.phlox.pro/agency-advertisement/wp-content/cache/autoptimize/208/css/autoptimize_1302e22d05fd3df6a5d8d4f052911935.css	(from https://demo.phlox.pro/agency-advertisement/)
21:41:03	37160/37160	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%2294f657d26a8302cd06c817ca4a9f6f31%22	https://demo.phlox.pro/agency-advertisement/feed/	C:/Users/WDAGUtilityAccount/Desktop/web/web/demo.phlox.pro/agency-advertisement/feed/index.html	(from https://demo.phlox.pro/agency-advertisement/)
21:41:04	840/840	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%2294f657d26a8302cd06c817ca4a9f6f31%22	https://demo.phlox.pro/agency-advertisement/comments/feed/	C:/Users/WDAGUtilityAccount/Desktop/web/web/demo.phlox.pro/agency-advertisement/comments/feed/index.html	(from https://demo.phlox.pro/agency-advertisement/)
21:41:04	330/330	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2010%20Nov%202024%2014:41:04%20GMT	https://demo.phlox.pro/agency-advertisement/xmlrpc.php?rsd	C:/Users/WDAGUtilityAccount/Desktop/web/web/demo.phlox.pro/agency-advertisement/xmlrpc0db0.php	(from https://demo.phlox.pro/agency-advertisement/)
21:41:04	141470/141470	---MCZ	200	added ('OK')	application/json	date:Sun,%2010%20Nov%202024%2014:41:04%20GMT	https://demo.phlox.pro/agency-advertisement/wp-json/wp/v2/pages/9	C:/Users/WDAGUtilityAccount/Desktop/web/web/demo.phlox.pro/agency-advertisement/wp-json/wp/v2/pages/9.json	(from https://demo.phlox.pro/agency-advertisement/)
21:41:04	220896/220896	---MCZ	200	added ('OK')	application/json	date:Sun,%2010%20Nov%202024%2014:41:03%20GMT	https://demo.phlox.pro/agency-advertisement/wp-json/	C:/Users/WDAGUtilityAccount/Desktop/web/web/demo.phlox.pro/agency-advertisement/wp-json/index.html	(from https://demo.phlox.pro/agency-advertisement/)
21:41:05	1045/1045	---MCZ	200	added ('OK')	application/xml	etag:W/%22415-4ed4785da9bc0;6268ff082a9b7	https://demo.phlox.pro/agency-advertisement/wp-includes/wlwmanifest.xml	C:/Users/WDAGUtilityAccount/Desktop/web/web/demo.phlox.pro/agency-advertisement/wp-includes/wlwmanifest.xml	(from https://demo.phlox.pro/agency-advertisement/)
21:41:05	2914/2914	---MCZ	200	added ('OK')	application/json	date:Sun,%2010%20Nov%202024%2014:41:05%20GMT	https://demo.phlox.pro/agency-advertisement/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdemo.phlox.pro%2Fagency-advertisement%2F	C:/Users/WDAGUtilityAccount/Desktop/web/web/demo.phlox.pro/agency-advertisement/wp-json/oembed/1.0/embeda3e3.json	(from https://demo.phlox.pro/agency-advertisement/)
21:41:05	2996/2996	---MCZ	200	added ('OK')	text/xml	date:Sun,%2010%20Nov%202024%2014:41:06%20GMT	https://demo.phlox.pro/agency-advertisement/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdemo.phlox.pro%2Fagency-advertisement%2F&format=xml	C:/Users/WDAGUtilityAccount/Desktop/web/web/demo.phlox.pro/agency-advertisement/wp-json/oembed/1.0/embedbf46	(from https://demo.phlox.pro/agency-advertisement/)
21:41:06	52916/52916	---MC-	200	added ('OK')	text/javascript	date:Tue,%2012%20Dec%202023%2018:09:08%20GMT	https://www.google-analytics.com/analytics.js	C:/Users/WDAGUtilityAccount/Desktop/web/web/www.google-analytics.com/analytics.js	(from https://demo.phlox.pro/agency-advertisement/)
21:41:07	2423/2423	---M--	200	added ('OK')	image/png	etag:%22977-5b58d883e7cb0;6268ff082a9b7	https://demo.phlox.pro/agency-advertisement/wp-content/uploads/sites/208/2020/06/logo-header.png	C:/Users/WDAGUtilityAccount/Desktop/web/web/demo.phlox.pro/agency-advertisement/wp-content/uploads/sites/208/2020/06/logo-header.png	(from https://demo.phlox.pro/agency-advertisement/)
21:41:07	2701/2701	---M--	200	added ('OK')	image/png	etag:%22a8d-5b58d8837f0e8;6268ff082a9b7	https://demo.phlox.pro/agency-advertisement/wp-content/uploads/sites/208/2020/06/logo-footer.png	C:/Users/WDAGUtilityAccount/Desktop/web/web/demo.phlox.pro/agency-advertisement/wp-content/uploads/sites/208/2020/06/logo-footer.png	(from https://demo.phlox.pro/agency-advertisement/)
21:41:08	425/425	---M--	200	added ('OK')	image/png	etag:%221a9-5b58d88457da8;6268ff082a9b7	https://demo.phlox.pro/agency-advertisement/wp-content/uploads/sites/208/2020/06/Group-125-40x43.png	C:/Users/WDAGUtilityAccount/Desktop/web/web/demo.phlox.pro/agency-advertisement/wp-content/uploads/sites/208/2020/06/Group-125-40x43.png	(from https://demo.phlox.pro/agency-advertisement/)
21:41:08	2092/2092	---M--	200	added ('OK')	image/png	etag:%2282c-5b58d883656c0;6268ff082a9b7	https://demo.phlox.pro/agency-advertisement/wp-content/uploads/sites/208/2020/06/Group-113-1-40x29.png	C:/Users/WDAGUtilityAccount/Desktop/web/web/demo.phlox.pro/agency-advertisement/wp-content/uploads/sites/208/2020/06/Group-113-1-40x29.png	(from https://demo.phlox.pro/agency-advertisement/)
21:41:08	103973/103973	---MCZ	200	added ('OK')	text/html	date:Sun,%2010%20Nov%202024%2014:41:08%20GMT	https://demo.phlox.pro/agency-advertisement/about/	C:/Users/WDAGUtilityAccount/Desktop/web/web/demo.phlox.pro/agency-advertisement/about/index.html	(from https://demo.phlox.pro/agency-advertisement/)
21:41:08	992/992	---M--	200	added ('OK')	image/png	etag:%223e0-5b58d882bb800;6268ff082a9b7	https://demo.phlox.pro/agency-advertisement/wp-content/uploads/sites/208/2020/06/Asset-1@4x-40x42.png	C:/Users/WDAGUtilityAccount/Desktop/web/web/demo.phlox.pro/agency-advertisement/wp-content/uploads/sites/208/2020/06/Asset-1@4x-40x42.png	(from https://demo.phlox.pro/agency-advertisement/)
21:41:09	104457/104457	---MCZ	200	added ('OK')	text/html	date:Sun,%2010%20Nov%202024%2014:41:09%20GMT	https://demo.phlox.pro/agency-advertisement/portfolio/	C:/Users/WDAGUtilityAccount/Desktop/web/web/demo.phlox.pro/agency-advertisement/portfolio/index.html	(from https://demo.phlox.pro/agency-advertisement/)
21:41:09	109541/109541	---MCZ	200	added ('OK')	text/html	date:Sun,%2010%20Nov%202024%2014:41:09%20GMT	https://demo.phlox.pro/agency-advertisement/blog/	C:/Users/WDAGUtilityAccount/Desktop/web/web/demo.phlox.pro/agency-advertisement/blog/index.html	(from https://demo.phlox.pro/agency-advertisement/)
21:41:09	278/278	---M--	200	added ('OK')	image/png	etag:%22116-5b58d882ee480;6268ff082a9b7	https://demo.phlox.pro/agency-advertisement/wp-content/uploads/sites/208/2020/06/Asset-5@4x-1-40x42.png	C:/Users/WDAGUtilityAccount/Desktop/web/web/demo.phlox.pro/agency-advertisement/wp-content/uploads/sites/208/2020/06/Asset-5@4x-1-40x42.png	(from https://demo.phlox.pro/agency-advertisement/)
21:41:10	261/261	---M--	200	added ('OK')	image/png	etag:%22105-5b58d882de698;6268ff082a9b7	https://demo.phlox.pro/agency-advertisement/wp-content/uploads/sites/208/2020/06/Asset-4@4x-40x46.png	C:/Users/WDAGUtilityAccount/Desktop/web/web/demo.phlox.pro/agency-advertisement/wp-content/uploads/sites/208/2020/06/Asset-4@4x-40x46.png	(from https://demo.phlox.pro/agency-advertisement/)
21:41:10	97378/97378	---MCZ	200	added ('OK')	text/html	date:Sun,%2010%20Nov%202024%2014:41:10%20GMT	https://demo.phlox.pro/agency-advertisement/contact/	C:/Users/WDAGUtilityAccount/Desktop/web/web/demo.phlox.pro/agency-advertisement/contact/index.html	(from https://demo.phlox.pro/agency-advertisement/)
21:41:10	1146/1146	---M--	200	added ('OK')	image/png	etag:%2247a-5b58d884ea950;6268ff082a9b7	https://demo.phlox.pro/agency-advertisement/wp-content/uploads/sites/208/2020/06/Group-117-40x38.png	C:/Users/WDAGUtilityAccount/Desktop/web/web/demo.phlox.pro/agency-advertisement/wp-content/uploads/sites/208/2020/06/Group-117-40x38.png	(from https://demo.phlox.pro/agency-advertisement/)
21:41:11	406/406	---M--	200	added ('OK')	image/png	etag:%22196-5b58d882de2b0;6268ff082a9b7	https://demo.phlox.pro/agency-advertisement/wp-content/uploads/sites/208/2020/06/Asset-3@4x-40x42.png	C:/Users/WDAGUtilityAccount/Desktop/web/web/demo.phlox.pro/agency-advertisement/wp-content/uploads/sites/208/2020/06/Asset-3@4x-40x42.png	(from https://demo.phlox.pro/agency-advertisement/)
21:41:12	1038/1038	---M--	200	added ('OK')	image/png	etag:%2240e-5b58d883e3278;6268ff082a9b7	https://demo.phlox.pro/agency-advertisement/wp-content/uploads/sites/208/2020/06/Group-5.png	C:/Users/WDAGUtilityAccount/Desktop/web/web/demo.phlox.pro/agency-advertisement/wp-content/uploads/sites/208/2020/06/Group-5.png	(from https://demo.phlox.pro/agency-advertisement/)
21:41:12	797/797	---M--	200	added ('OK')	image/png	etag:%2231d-5b58d883623f8;6268ff082a9b7	https://demo.phlox.pro/agency-advertisement/wp-content/uploads/sites/208/2020/06/clienty-3.png	C:/Users/WDAGUtilityAccount/Desktop/web/web/demo.phlox.pro/agency-advertisement/wp-content/uploads/sites/208/2020/06/clienty-3.png	(from https://demo.phlox.pro/agency-advertisement/)
21:41:12	741/741	---M--	200	added ('OK')	image/png	etag:%222e5-5b58d884ed060;6268ff082a9b7	https://demo.phlox.pro/agency-advertisement/wp-content/uploads/sites/208/2020/06/Group-4.png	C:/Users/WDAGUtilityAccount/Desktop/web/web/demo.phlox.pro/agency-advertisement/wp-content/uploads/sites/208/2020/06/Group-4.png	(from https://demo.phlox.pro/agency-advertisement/)
21:41:13	848/848	---M--	200	added ('OK')	image/png	etag:%22350-5b58d88316138;6268ff082a9b7	https://demo.phlox.pro/agency-advertisement/wp-content/uploads/sites/208/2020/06/client-1.png	C:/Users/WDAGUtilityAccount/Desktop/web/web/demo.phlox.pro/agency-advertisement/wp-content/uploads/sites/208/2020/06/client-1.png	(from https://demo.phlox.pro/agency-advertisement/)
21:41:13	896/896	---M--	200	added ('OK')	image/png	etag:%22380-5b58d88301530;6268ff082a9b7	https://demo.phlox.pro/agency-advertisement/wp-content/uploads/sites/208/2020/06/clienty-2.png	C:/Users/WDAGUtilityAccount/Desktop/web/web/demo.phlox.pro/agency-advertisement/wp-content/uploads/sites/208/2020/06/clienty-2.png	(from https://demo.phlox.pro/agency-advertisement/)
21:41:13	1038/1038	---M--	200	added ('OK')	image/png	etag:%2240e-5b58d88458d48;6268ff082a9b7	https://demo.phlox.pro/agency-advertisement/wp-content/uploads/sites/208/2020/06/Group-6.png	C:/Users/WDAGUtilityAccount/Desktop/web/web/demo.phlox.pro/agency-advertisement/wp-content/uploads/sites/208/2020/06/Group-6.png	(from https://demo.phlox.pro/agency-advertisement/)
21:41:14	947/947	---M--	200	added ('OK')	image/jpeg	etag:%223b3-5b58d88ecba28;6268ff082a9b7	https://demo.phlox.pro/agency-advertisement/wp-content/uploads/sites/208/2020/06/group-of-upset-students-sitting-at-the-table-with-E5YW9L4-40x35.jpg	C:/Users/WDAGUtilityAccount/Desktop/web/web/demo.phlox.pro/agency-advertisement/wp-content/uploads/sites/208/2020/06/group-of-upset-students-sitting-at-the-table-with-E5YW9L4-40x35.jpg	(from https://demo.phlox.pro/agency-advertisement/)
21:41:15	510/510	---M--	200	added ('OK')	image/png	etag:%221fe-5b58d882da818;6268ff082a9b7	https://demo.phlox.pro/agency-advertisement/wp-content/uploads/sites/208/2020/06/Asset-3@4x-1-40x43.png	C:/Users/WDAGUtilityAccount/Desktop/web/web/demo.phlox.pro/agency-advertisement/wp-content/uploads/sites/208/2020/06/Asset-3@4x-1-40x43.png	(from https://demo.phlox.pro/agency-advertisement/)
21:41:15	802/802	---M--	200	added ('OK')	image/png	etag:%22322-5b58d882d9c60;6268ff082a9b7	https://demo.phlox.pro/agency-advertisement/wp-content/uploads/sites/208/2020/06/Asset-2@4x-40x39.png	C:/Users/WDAGUtilityAccount/Desktop/web/web/demo.phlox.pro/agency-advertisement/wp-content/uploads/sites/208/2020/06/Asset-2@4x-40x39.png	(from https://demo.phlox.pro/agency-advertisement/)
21:41:16	3900/3900	---M--	200	added ('OK')	image/png	etag:%22f3c-5b58d88286088;6268ff082a9b7	https://demo.phlox.pro/agency-advertisement/wp-content/uploads/sites/208/2020/06/Asset-1@4x-1.png	C:/Users/WDAGUtilityAccount/Desktop/web/web/demo.phlox.pro/agency-advertisement/wp-content/uploads/sites/208/2020/06/Asset-1@4x-1.png	(from https://demo.phlox.pro/agency-advertisement/)
